Country,AR,Cumulated WG,Total Country Authors,% Country Authors,Total Authors
Cuba,1,WG3,0,0.0000,60
Cuba,2,WG1,0,0.0000,384
Cuba,2,WG1+2,0,0.0000,25
Cuba,2,WG1+3,0,0.0000,2
Cuba,2,WG2,3,0.5848,513
Cuba,2,WG2+3,0,0.0000,10
Cuba,2,WG3,0,0.0000,81
Cuba,3,WG1,0,0.0000,569
Cuba,3,WG1+2,0,0.0000,29
Cuba,3,WG1+3,0,0.0000,7
Cuba,3,WG2,1,0.2770,361
Cuba,3,WG2+3,0,0.0000,11
Cuba,3,WG3,2,0.9950,201
Cuba,4,WG1,0,0.0000,583
Cuba,4,WG1+2,0,0.0000,31
Cuba,4,WG1+3,0,0.0000,1
Cuba,4,WG2,1,0.2667,375
Cuba,4,WG2+3,0,0.0000,17
Cuba,4,WG3,4,1.5686,255
Czech Republic,1,WG1,0,0.0000,233
Czech Republic,1,WG1+2,0,0.0000,11
Czech Republic,1,WG1+3,0,0.0000,4
Czech Republic,1,WG2,1,0.6536,153
Czech Republic,1,WG2+3,0,0.0000,5
Czech Republic,1,WG3,0,0.0000,60
Czech Republic,2,WG1,0,0.0000,384
Czech Republic,2,WG1+2,0,0.0000,25
Czech Republic,2,WG1+3,0,0.0000,2
Czech Republic,2,WG2,0,0.0000,513
Czech Republic,2,WG2+3,0,0.0000,10
Czech Republic,2,WG3,0,0.0000,81
Czech Republic,3,WG1,1,0.1757,569
Czech Republic,3,WG1+2,0,0.0000,29
Czech Republic,3,WG1+3,0,0.0000,7
Czech Republic,3,WG2,0,0.0000,361
Czech Republic,3,WG2+3,0,0.0000,11
Czech Republic,3,WG3,0,0.0000,201
Czech Republic,4,WG1,0,0.0000,583
Czech Republic,4,WG1+2,0,0.0000,31
Czech Republic,4,WG1+3,0,0.0000,1
Czech Republic,4,WG2,1,0.2667,375
Czech Republic,4,WG2+3,0,0.0000,17
Czech Republic,4,WG3,0,0.0000,255
Denmark,1,WG1,3,1.2876,233
Denmark,1,WG1+2,0,0.0000,11
Denmark,1,WG1+3,0,0.0000,4
Denmark,1,WG2,0,0.0000,153
Denmark,1,WG2+3,0,0.0000,5
Denmark,1,WG3,0,0.0000,60
Denmark,2,WG1,1,0.2604,384
Denmark,2,WG1+2,1,4.0000,25
Denmark,2,WG1+3,0,0.0000,2
Denmark,2,WG2,4,0.7797,513
Denmark,2,WG2+3,0,0.0000,10
Denmark,2,WG3,1,1.2346,81
Denmark,3,WG1,2,0.3515,569
Denmark,3,WG1+2,0,0.0000,29
Denmark,3,WG1+3,1,14.2857,7
Denmark,3,WG2,0,0.0000,361
Denmark,3,WG2+3,0,0.0000,11
Denmark,3,WG3,2,0.9950,201
Denmark,4,WG1,1,0.1715,583
Denmark,4,WG1+2,0,0.0000,31
Denmark,4,WG1+3,0,0.0000,1
Denmark,4,WG2,3,0.8000,375
Denmark,4,WG2+3,0,0.0000,17
Denmark,4,WG3,4,1.5686,255
Ecuador,1,WG1,0,0.0000,233
Ecuador,1,WG1+2,0,0.0000,11
Ecuador,1,WG1+3,0,0.0000,4
Ecuador,1,WG2,0,0.0000,153
Ecuador,1,WG2+3,0,0.0000,5
Ecuador,1,WG3,0,0.0000,60
Ecuador,2,WG1,0,0.0000,384
Ecuador,2,WG1+2,0,0.0000,25
Ecuador,2,WG1+3,0,0.0000,2
Ecuador,2,WG2,0,0.0000,513
Ecuador,2,WG2+3,0,0.0000,10
Ecuador,2,WG3,0,0.0000,81
Ecuador,3,WG1,0,0.0000,569
Ecuador,3,WG1+2,0,0.0000,29
Ecuador,3,WG1+3,0,0.0000,7
Ecuador,3,WG2,0,0.0000,361
Ecuador,3,WG2+3,0,0.0000,11
Ecuador,3,WG3,0,0.0000,201
Ecuador,4,WG1,0,0.0000,583
Ecuador,4,WG1+2,0,0.0000,31
Ecuador,4,WG1+3,0,0.0000,1
Ecuador,4,WG2,0,0.0000,375
Ecuador,4,WG2+3,0,0.0000,17
Ecuador,4,WG3,1,0.3922,255
Egypt,1,WG1,0,0.0000,233
Egypt,1,WG1+2,0,0.0000,11
Egypt,1,WG1+3,0,0.0000,4
Egypt,1,WG2,0,0.0000,153
Egypt,1,WG2+3,0,0.0000,5
Egypt,1,WG3,0,0.0000,60
Egypt,2,WG1,0,0.0000,384
Egypt,2,WG1+2,0,0.0000,25
Egypt,2,WG1+3,0,0.0000,2
Egypt,2,WG2,0,0.0000,513
Egypt,2,WG2+3,0,0.0000,10
Egypt,2,WG3,0,0.0000,81
Egypt,3,WG1,0,0.0000,569
Egypt,3,WG1+2,0,0.0000,29
Egypt,3,WG1+3,0,0.0000,7
Egypt,3,WG2,0,0.0000,361
Egypt,3,WG2+3,0,0.0000,11
Egypt,3,WG3,0,0.0000,201
Egypt,4,WG1,0,0.0000,583
Egypt,4,WG1+2,0,0.0000,31
Egypt,4,WG1+3,0,0.0000,1
Egypt,4,WG2,2,0.5333,375
Egypt,4,WG2+3,0,0.0000,17
Egypt,4,WG3,0,0.0000,255
El Salvador,1,WG1,0,0.0000,233
El Salvador,1,WG1+2,0,0.0000,11
El Salvador,1,WG1+3,0,0.0000,4
El Salvador,1,WG2,0,0.0000,153
El Salvador,1,WG2+3,0,0.0000,5
El Salvador,1,WG3,0,0.0000,60
El Salvador,2,WG1,0,0.0000,384
El Salvador,2,WG1+2,0,0.0000,25
El Salvador,2,WG1+3,0,0.0000,2
El Salvador,2,WG2,0,0.0000,513
El Salvador,2,WG2+3,0,0.0000,10
El Salvador,2,WG3,0,0.0000,81
El Salvador,3,WG1,0,0.0000,569
El Salvador,3,WG1+2,0,0.0000,29
El Salvador,3,WG1+3,0,0.0000,7
El Salvador,3,WG2,0,0.0000,361
El Salvador,3,WG2+3,0,0.0000,11
El Salvador,3,WG3,0,0.0000,201
El Salvador,4,WG1,0,0.0000,583
El Salvador,4,WG1+2,0,0.0000,31
El Salvador,4,WG1+3,0,0.0000,1
El Salvador,4,WG2,0,0.0000,375
El Salvador,4,WG2+3,0,0.0000,17
El Salvador,4,WG3,0,0.0000,255
Ethiopia,1,WG1,0,0.0000,233
Ethiopia,1,WG1+2,1,9.0909,11
Ethiopia,1,WG1+3,0,0.0000,4
Ethiopia,1,WG2,0,0.0000,153
Ethiopia,1,WG2+3,0,0.0000,5
Ethiopia,1,WG3,0,0.0000,60
Ethiopia,2,WG1,0,0.0000,384
Ethiopia,2,WG1+2,0,0.0000,25
Ethiopia,2,WG1+3,0,0.0000,2
Ethiopia,2,WG2,0,0.0000,513
Ethiopia,2,WG2+3,0,0.0000,10
Ethiopia,2,WG3,0,0.0000,81
Ethiopia,3,WG1,0,0.0000,569
Ethiopia,3,WG1+2,0,0.0000,29
Ethiopia,3,WG1+3,0,0.0000,7
Ethiopia,3,WG2,0,0.0000,361
Ethiopia,3,WG2+3,0,0.0000,11
Ethiopia,3,WG3,0,0.0000,201
Ethiopia,4,WG1,0,0.0000,583
Ethiopia,4,WG1+2,0,0.0000,31
Ethiopia,4,WG1+3,0,0.0000,1
Ethiopia,4,WG2,0,0.0000,375
Ethiopia,4,WG2+3,0,0.0000,17
Ethiopia,4,WG3,0,0.0000,255
Fiji,1,WG1,0,0.0000,233
Fiji,1,WG1+2,0,0.0000,11
Fiji,1,WG1+3,0,0.0000,4
Fiji,1,WG2,0,0.0000,153
Fiji,1,WG2+3,0,0.0000,5
Fiji,1,WG3,0,0.0000,60
Fiji,2,WG1,0,0.0000,384
Fiji,2,WG1+2,0,0.0000,25
Fiji,2,WG1+3,0,0.0000,2
Fiji,2,WG2,1,0.1949,513
Fiji,2,WG2+3,0,0.0000,10
Fiji,2,WG3,0,0.0000,81
Fiji,3,WG1,0,0.0000,569
Fiji,3,WG1+2,0,0.0000,29
Fiji,3,WG1+3,0,0.0000,7
Fiji,3,WG2,0,0.0000,361
Fiji,3,WG2+3,0,0.0000,11
Fiji,3,WG3,0,0.0000,201
Fiji,4,WG1,0,0.0000,583
Fiji,4,WG1+2,0,0.0000,31
Fiji,4,WG1+3,0,0.0000,1
Fiji,4,WG2,1,0.2667,375
Fiji,4,WG2+3,0,0.0000,17
Fiji,4,WG3,0,0.0000,255
Finland,1,WG1,1,0.4292,233
Finland,1,WG1+2,0,0.0000,11
Finland,1,WG1+3,0,0.0000,4
Finland,1,WG2,1,0.6536,153
Finland,1,WG2+3,0,0.0000,5
Finland,1,WG3,0,0.0000,60
Finland,2,WG1,1,0.2604,384
Finland,2,WG1+2,0,0.0000,25
Finland,2,WG1+3,0,0.0000,2
Finland,2,WG2,8,1.5595,513
Finland,2,WG2+3,0,0.0000,10
Finland,2,WG3,0,0.0000,81
Finland,3,WG1,2,0.3515,569
Finland,3,WG1+2,1,3.4483,29
Finland,3,WG1+3,0,0.0000,7
Finland,3,WG2,2,0.5540,361
Finland,3,WG2+3,0,0.0000,11
Finland,3,WG3,2,0.9950,201
Finland,4,WG1,1,0.1715,583
Finland,4,WG1+2,0,0.0000,31
Finland,4,WG1+3,0,0.0000,1
Finland,4,WG2,3,0.8000,375
Finland,4,WG2+3,0,0.0000,17
Finland,4,WG3,4,1.5686,255
France,1,WG1,8,3.4335,233
France,1,WG1+2,0,0.0000,11
France,1,WG1+3,0,0.0000,4
France,1,WG2,0,0.0000,153
France,1,WG2+3,0,0.0000,5
France,1,WG3,4,6.6667,60
France,2,WG1,12,3.1250,384
France,2,WG1+2,0,0.0000,25
France,2,WG1+3,0,0.0000,2
France,2,WG2,17,3.3138,513
France,2,WG2+3,0,0.0000,10
France,2,WG3,5,6.1728,81
France,3,WG1,26,4.5694,569
France,3,WG1+2,0,0.0000,29
France,3,WG1+3,0,0.0000,7
France,3,WG2,2,0.5540,361
France,3,WG2+3,0,0.0000,11
France,3,WG3,6,2.9851,201
France,4,WG1,36,6.1750,583
France,4,WG1+2,1,3.2258,31
France,4,WG1+3,0,0.0000,1
France,4,WG2,9,2.4000,375
France,4,WG2+3,2,11.7647,17
France,4,WG3,10,3.9216,255
Germany,1,WG1,16,6.8670,233
Germany,1,WG1+2,0,0.0000,11
Germany,1,WG1+3,0,0.0000,4
Germany,1,WG2,3,1.9608,153
Germany,1,WG2+3,0,0.0000,5
Germany,1,WG3,0,0.0000,60
Germany,2,WG1,30,7.8125,384
Germany,2,WG1+2,0,0.0000,25
Germany,2,WG1+3,0,0.0000,2
Germany,2,WG2,22,4.2885,513
Germany,2,WG2+3,0,0.0000,10
Germany,2,WG3,1,1.2346,81
Germany,3,WG1,60,10.5448,569
Germany,3,WG1+2,2,6.8966,29
Germany,3,WG1+3,0,0.0000,7
Germany,3,WG2,8,2.2161,361
Germany,3,WG2+3,1,9.0909,11
Germany,3,WG3,9,4.4776,201
Germany,4,WG1,45,7.7187,583
Germany,4,WG1+2,1,3.2258,31
Germany,4,WG1+3,0,0.0000,1
Germany,4,WG2,12,3.2000,375
Germany,4,WG2+3,0,0.0000,17
Germany,4,WG3,9,3.5294,255
Ghana,1,WG1,0,0.0000,233
Ghana,1,WG1+2,0,0.0000,11
Ghana,1,WG1+3,0,0.0000,4
Ghana,1,WG2,0,0.0000,153
Ghana,1,WG2+3,0,0.0000,5
Ghana,1,WG3,0,0.0000,60
Ghana,2,WG1,0,0.0000,384
Ghana,2,WG1+2,0,0.0000,25
Ghana,2,WG1+3,0,0.0000,2
Ghana,2,WG2,0,0.0000,513
Ghana,2,WG2+3,0,0.0000,10
Ghana,2,WG3,0,0.0000,81
Ghana,3,WG1,0,0.0000,569
Ghana,3,WG1+2,0,0.0000,29
Ghana,3,WG1+3,0,0.0000,7
Ghana,3,WG2,0,0.0000,361
Ghana,3,WG2+3,0,0.0000,11
Ghana,3,WG3,0,0.0000,201
Ghana,4,WG1,0,0.0000,583
Ghana,4,WG1+2,0,0.0000,31
Ghana,4,WG1+3,0,0.0000,1
Ghana,4,WG2,0,0.0000,375
Ghana,4,WG2+3,0,0.0000,17
Ghana,4,WG3,0,0.0000,255
Greece,1,WG1,0,0.0000,233
Greece,1,WG1+2,0,0.0000,11
Greece,1,WG1+3,0,0.0000,4
Greece,1,WG2,0,0.0000,153
Greece,1,WG2+3,0,0.0000,5
Greece,1,WG3,0,0.0000,60
Greece,2,WG1,0,0.0000,384
Greece,2,WG1+2,0,0.0000,25
Greece,2,WG1+3,0,0.0000,2
Greece,2,WG2,0,0.0000,513
Greece,2,WG2+3,0,0.0000,10
Greece,2,WG3,0,0.0000,81
Greece,3,WG1,1,0.1757,569
Greece,3,WG1+2,0,0.0000,29
Greece,3,WG1+3,0,0.0000,7
Greece,3,WG2,0,0.0000,361
Greece,3,WG2+3,0,0.0000,11
Greece,3,WG3,0,0.0000,201
Greece,4,WG1,0,0.0000,583
Greece,4,WG1+2,0,0.0000,31
Greece,4,WG1+3,0,0.0000,1
Greece,4,WG2,1,0.2667,375
Greece,4,WG2+3,0,0.0000,17
Greece,4,WG3,1,0.3922,255
Guatemala,1,WG1,0,0.0000,233
Guatemala,1,WG1+2,0,0.0000,11
Guatemala,1,WG1+3,0,0.0000,4
Guatemala,1,WG2,0,0.0000,153
Guatemala,1,WG2+3,0,0.0000,5
Guatemala,1,WG3,0,0.0000,60
Guatemala,2,WG1,0,0.0000,384
Guatemala,2,WG1+2,0,0.0000,25
Guatemala,2,WG1+3,0,0.0000,2
Guatemala,2,WG2,0,0.0000,513
Guatemala,2,WG2+3,0,0.0000,10
Guatemala,2,WG3,0,0.0000,81
Guatemala,3,WG1,0,0.0000,569
Guatemala,3,WG1+2,0,0.0000,29
Guatemala,3,WG1+3,0,0.0000,7
Guatemala,3,WG2,0,0.0000,361
Guatemala,3,WG2+3,0,0.0000,11
Guatemala,3,WG3,0,0.0000,201
Guatemala,4,WG1,0,0.0000,583
Guatemala,4,WG1+2,0,0.0000,31
Guatemala,4,WG1+3,0,0.0000,1
Guatemala,4,WG2,0,0.0000,375
Guatemala,4,WG2+3,0,0.0000,17
Guatemala,4,WG3,0,0.0000,255
Guinea,1,WG1,0,0.0000,233
Guinea,1,WG1+2,0,0.0000,11
Guinea,1,WG1+3,0,0.0000,4
Guinea,1,WG2,0,0.0000,153
Guinea,1,WG2+3,0,0.0000,5
Guinea,1,WG3,0,0.0000,60
Guinea,2,WG1,0,0.0000,384
Guinea,2,WG1+2,0,0.0000,25
Guinea,2,WG1+3,0,0.0000,2
Guinea,2,WG2,0,0.0000,513
Guinea,2,WG2+3,0,0.0000,10
Guinea,2,WG3,0,0.0000,81
Guinea,3,WG1,0,0.0000,569
Guinea,3,WG1+2,0,0.0000,29
Guinea,3,WG1+3,0,0.0000,7
Guinea,3,WG2,0,0.0000,361
Guinea,3,WG2+3,0,0.0000,11
Guinea,3,WG3,0,0.0000,201
Guinea,4,WG1,0,0.0000,583
Guinea,4,WG1+2,0,0.0000,31
Guinea,4,WG1+3,0,0.0000,1
Guinea,4,WG2,0,0.0000,375
Guinea,4,WG2+3,0,0.0000,17
Guinea,4,WG3,0,0.0000,255
Hong Kong,1,WG1,0,0.0000,233
Hong Kong,1,WG1+2,0,0.0000,11
Hong Kong,1,WG1+3,0,0.0000,4
Hong Kong,1,WG2,0,0.0000,153
Hong Kong,1,WG2+3,0,0.0000,5
Hong Kong,1,WG3,0,0.0000,60
Hong Kong,2,WG1,0,0.0000,384
Hong Kong,2,WG1+2,0,0.0000,25
Hong Kong,2,WG1+3,0,0.0000,2
Hong Kong,2,WG2,1,0.1949,513
Hong Kong,2,WG2+3,0,0.0000,10
Hong Kong,2,WG3,0,0.0000,81
Hong Kong,3,WG1,0,0.0000,569
Hong Kong,3,WG1+2,0,0.0000,29
Hong Kong,3,WG1+3,0,0.0000,7
Hong Kong,3,WG2,0,0.0000,361
Hong Kong,3,WG2+3,0,0.0000,11
Hong Kong,3,WG3,0,0.0000,201
Hong Kong,4,WG1,0,0.0000,583
Hong Kong,4,WG1+2,0,0.0000,31
Hong Kong,4,WG1+3,0,0.0000,1
Hong Kong,4,WG2,0,0.0000,375
Hong Kong,4,WG2+3,0,0.0000,17
Hong Kong,4,WG3,0,0.0000,255
Hungary,1,WG1,0,0.0000,233
Hungary,1,WG1+2,0,0.0000,11
Hungary,1,WG1+3,0,0.0000,4
Hungary,1,WG2,1,0.6536,153
Hungary,1,WG2+3,0,0.0000,5
Hungary,1,WG3,0,0.0000,60
Hungary,2,WG1,0,0.0000,384
Hungary,2,WG1+2,0,0.0000,25
Hungary,2,WG1+3,0,0.0000,2
Hungary,2,WG2,4,0.7797,513
Hungary,2,WG2+3,0,0.0000,10
Hungary,2,WG3,0,0.0000,81
Hungary,3,WG1,0,0.0000,569
Hungary,3,WG1+2,0,0.0000,29
Hungary,3,WG1+3,0,0.0000,7
Hungary,3,WG2,0,0.0000,361
Hungary,3,WG2+3,0,0.0000,11
Hungary,3,WG3,1,0.4975,201
Hungary,4,WG1,0,0.0000,583
Hungary,4,WG1+2,0,0.0000,31
Hungary,4,WG1+3,0,0.0000,1
Hungary,4,WG2,1,0.2667,375
Hungary,4,WG2+3,0,0.0000,17
Hungary,4,WG3,2,0.7843,255
Iceland,1,WG1,0,0.0000,233
Iceland,1,WG1+2,0,0.0000,11
Iceland,1,WG1+3,0,0.0000,4
Iceland,1,WG2,0,0.0000,153
Iceland,1,WG2+3,0,0.0000,5
Iceland,1,WG3,0,0.0000,60
Iceland,2,WG1,1,0.2604,384
Iceland,2,WG1+2,0,0.0000,25
Iceland,2,WG1+3,0,0.0000,2
Iceland,2,WG2,1,0.1949,513
Iceland,2,WG2+3,0,0.0000,10
Iceland,2,WG3,0,0.0000,81
Iceland,3,WG1,0,0.0000,569
Iceland,3,WG1+2,0,0.0000,29
Iceland,3,WG1+3,0,0.0000,7
Iceland,3,WG2,0,0.0000,361
Iceland,3,WG2+3,0,0.0000,11
Iceland,3,WG3,0,0.0000,201
Iceland,4,WG1,0,0.0000,583
Iceland,4,WG1+2,0,0.0000,31
Iceland,4,WG1+3,0,0.0000,1
Iceland,4,WG2,1,0.2667,375
Iceland,4,WG2+3,0,0.0000,17
Iceland,4,WG3,0,0.0000,255
India,1,WG1,4,1.7167,233
India,1,WG1+2,1,9.0909,11
India,1,WG1+3,0,0.0000,4
India,1,WG2,1,0.6536,153
India,1,WG2+3,0,0.0000,5
India,1,WG3,1,1.6667,60
India,2,WG1,5,1.3021,384
India,2,WG1+2,0,0.0000,25
India,2,WG1+3,0,0.0000,2
India,2,WG2,16,3.1189,513
India,2,WG2+3,2,20.0000,10
India,2,WG3,5,6.1728,81
India,3,WG1,3,0.5272,569
India,3,WG1+2,1,3.4483,29
India,3,WG1+3,0,0.0000,7
India,3,WG2,7,1.9391,361
India,3,WG2+3,2,18.1818,11
India,3,WG3,11,5.4726,201
India,4,WG1,7,1.2007,583
India,4,WG1+2,0,0.0000,31
India,4,WG1+3,0,0.0000,1
India,4,WG2,12,3.2000,375
India,4,WG2+3,1,5.8824,17
India,4,WG3,9,3.5294,255
Indonesia,1,WG1,0,0.0000,233
Indonesia,1,WG1+2,0,0.0000,11
Indonesia,1,WG1+3,0,0.0000,4
Indonesia,1,WG2,1,0.6536,153
Indonesia,1,WG2+3,0,0.0000,5
Indonesia,1,WG3,0,0.0000,60
Indonesia,2,WG1,0,0.0000,384
Indonesia,2,WG1+2,0,0.0000,25
Indonesia,2,WG1+3,0,0.0000,2
Indonesia,2,WG2,1,0.1949,513
Indonesia,2,WG2+3,0,0.0000,10
Indonesia,2,WG3,0,0.0000,81
Indonesia,3,WG1,0,0.0000,569
Indonesia,3,WG1+2,0,0.0000,29
Indonesia,3,WG1+3,0,0.0000,7
Indonesia,3,WG2,2,0.5540,361
Indonesia,3,WG2+3,0,0.0000,11
Indonesia,3,WG3,1,0.4975,201
Indonesia,4,WG1,0,0.0000,583
Indonesia,4,WG1+2,0,0.0000,31
Indonesia,4,WG1+3,0,0.0000,1
Indonesia,4,WG2,1,0.2667,375
Indonesia,4,WG2+3,0,0.0000,17
Indonesia,4,WG3,3,1.1765,255
Iran,1,WG1,0,0.0000,233
Iran,1,WG1+2,0,0.0000,11
Iran,1,WG1+3,0,0.0000,4
Iran,1,WG2,0,0.0000,153
Iran,1,WG2+3,0,0.0000,5
Iran,1,WG3,0,0.0000,60
Iran,2,WG1,0,0.0000,384
Iran,2,WG1+2,0,0.0000,25
Iran,2,WG1+3,0,0.0000,2
Iran,2,WG2,0,0.0000,513
Iran,2,WG2+3,0,0.0000,10
Iran,2,WG3,0,0.0000,81
Iran,3,WG1,0,0.0000,569
Iran,3,WG1+2,0,0.0000,29
Iran,3,WG1+3,0,0.0000,7
Iran,3,WG2,0,0.0000,361
Iran,3,WG2+3,0,0.0000,11
Iran,3,WG3,0,0.0000,201
Iran,4,WG1,2,0.3431,583
Iran,4,WG1+2,0,0.0000,31
Iran,4,WG1+3,0,0.0000,1
Iran,4,WG2,1,0.2667,375
Iran,4,WG2+3,0,0.0000,17
Iran,4,WG3,0,0.0000,255
Ireland,1,WG1,0,0.0000,233
Ireland,1,WG1+2,0,0.0000,11
Ireland,1,WG1+3,0,0.0000,4
Ireland,1,WG2,1,0.6536,153
Ireland,1,WG2+3,0,0.0000,5
Ireland,1,WG3,0,0.0000,60
Ireland,2,WG1,0,0.0000,384
Ireland,2,WG1+2,0,0.0000,25
Ireland,2,WG1+3,0,0.0000,2
Ireland,2,WG2,0,0.0000,513
Ireland,2,WG2+3,0,0.0000,10
Ireland,2,WG3,0,0.0000,81
Ireland,3,WG1,0,0.0000,569
Ireland,3,WG1+2,0,0.0000,29
Ireland,3,WG1+3,0,0.0000,7
Ireland,3,WG2,0,0.0000,361
Ireland,3,WG2+3,0,0.0000,11
Ireland,3,WG3,0,0.0000,201
Ireland,4,WG1,0,0.0000,583
Ireland,4,WG1+2,0,0.0000,31
Ireland,4,WG1+3,0,0.0000,1
Ireland,4,WG2,3,0.8000,375
Ireland,4,WG2+3,0,0.0000,17
Ireland,4,WG3,1,0.3922,255
Israel,1,WG1,0,0.0000,233
Israel,1,WG1+2,0,0.0000,11
Israel,1,WG1+3,0,0.0000,4
Israel,1,WG2,1,0.6536,153
Israel,1,WG2+3,0,0.0000,5
Israel,1,WG3,0,0.0000,60
Israel,2,WG1,1,0.2604,384
Israel,2,WG1+2,0,0.0000,25
Israel,2,WG1+3,0,0.0000,2
Israel,2,WG2,1,0.1949,513
Israel,2,WG2+3,0,0.0000,10
Israel,2,WG3,0,0.0000,81
Israel,3,WG1,0,0.0000,569
Israel,3,WG1+2,0,0.0000,29
Israel,3,WG1+3,0,0.0000,7
Israel,3,WG2,1,0.2770,361
Israel,3,WG2+3,0,0.0000,11
Israel,3,WG3,1,0.4975,201
Israel,4,WG1,0,0.0000,583
Israel,4,WG1+2,0,0.0000,31
Israel,4,WG1+3,0,0.0000,1
Israel,4,WG2,1,0.2667,375
Israel,4,WG2+3,0,0.0000,17
Israel,4,WG3,0,0.0000,255
Italy,1,WG1,0,0.0000,233
Italy,1,WG1+2,0,0.0000,11
Italy,1,WG1+3,0,0.0000,4
Italy,1,WG2,0,0.0000,153
Italy,1,WG2+3,0,0.0000,5
Italy,1,WG3,1,1.6667,60
Italy,2,WG1,3,0.7813,384
Italy,2,WG1+2,0,0.0000,25
Italy,2,WG1+3,0,0.0000,2
Italy,2,WG2,5,0.9747,513
Italy,2,WG2+3,0,0.0000,10
Italy,2,WG3,2,2.4691,81
Italy,3,WG1,5,0.8787,569
Italy,3,WG1+2,0,0.0000,29
Italy,3,WG1+3,0,0.0000,7
Italy,3,WG2,0,0.0000,361
Italy,3,WG2+3,0,0.0000,11
Italy,3,WG3,1,0.4975,201
Italy,4,WG1,5,0.8576,583
Italy,4,WG1+2,0,0.0000,31
Italy,4,WG1+3,0,0.0000,1
Italy,4,WG2,4,1.0667,375
Italy,4,WG2+3,1,5.8824,17
Italy,4,WG3,2,0.7843,255
Jamaica,1,WG1,0,0.0000,233
Jamaica,1,WG1+2,0,0.0000,11
Jamaica,1,WG1+3,0,0.0000,4
Jamaica,1,WG2,0,0.0000,153
Jamaica,1,WG2+3,0,0.0000,5
Jamaica,1,WG3,0,0.0000,60
Jamaica,2,WG1,0,0.0000,384
Jamaica,2,WG1+2,0,0.0000,25
Jamaica,2,WG1+3,0,0.0000,2
Jamaica,2,WG2,1,0.1949,513
Jamaica,2,WG2+3,0,0.0000,10
Jamaica,2,WG3,0,0.0000,81
Jamaica,3,WG1,0,0.0000,569
Jamaica,3,WG1+2,0,0.0000,29
Jamaica,3,WG1+3,0,0.0000,7
Jamaica,3,WG2,0,0.0000,361
Jamaica,3,WG2+3,0,0.0000,11
Jamaica,3,WG3,0,0.0000,201
Jamaica,4,WG1,1,0.1715,583
Jamaica,4,WG1+2,0,0.0000,31
Jamaica,4,WG1+3,0,0.0000,1
Jamaica,4,WG2,0,0.0000,375
Jamaica,4,WG2+3,0,0.0000,17
Jamaica,4,WG3,0,0.0000,255
Japan,1,WG1,5,2.1459,233
Japan,1,WG1+2,0,0.0000,11
Japan,1,WG1+3,0,0.0000,4
Japan,1,WG2,5,3.2680,153
Japan,1,WG2+3,0,0.0000,5
Japan,1,WG3,5,8.3333,60
Japan,2,WG1,12,3.1250,384
Japan,2,WG1+2,0,0.0000,25
Japan,2,WG1+3,0,0.0000,2
Japan,2,WG2,22,4.2885,513
Japan,2,WG2+3,0,0.0000,10
Japan,2,WG3,2,2.4691,81
Japan,3,WG1,14,2.4605,569
Japan,3,WG1+2,2,6.8966,29
Japan,3,WG1+3,0,0.0000,7
Japan,3,WG2,7,1.9391,361
Japan,3,WG2+3,0,0.0000,11
Japan,3,WG3,15,7.4627,201
Japan,4,WG1,25,4.2882,583
Japan,4,WG1+2,2,6.4516,31
Japan,4,WG1+3,0,0.0000,1
Japan,4,WG2,7,1.8667,375
Japan,4,WG2+3,0,0.0000,17
Japan,4,WG3,19,7.4510,255
Kazakhstan,1,WG1,0,0.0000,233
Kazakhstan,1,WG1+2,0,0.0000,11
Kazakhstan,1,WG1+3,0,0.0000,4
Kazakhstan,1,WG2,0,0.0000,153
Kazakhstan,1,WG2+3,0,0.0000,5
Kazakhstan,1,WG3,0,0.0000,60
